,Carimbo de data/hora,Endereço de e-mail,Qual é a sua idade?,Gênero,Quais plataformas de mídia social você costuma usar?,Cidade onde Mora,Sexo,Está empregado,Qual sua renda mensal bruta para custo de vida,Você têm religião?,Qual sua religião?,Qual é o tempo médio que você passa nas redes sociais todos os dias em horas?,"Numa escala de 1 a 5, quão facilmente você se distrai?  (Sendo 1 pouco e 5 muito)  ",Você acha difícil se concentrar nas coisas?    ,Pratica esporte com que frequência mensal?,Com que frequência você se distrai com as redes sociais quando está ocupado fazendo alguma coisa?,Com que frequência você se sente deprimido ou está deprimido?    ,Com que frequência você usa mídias sociais sem um propósito específico?,"Numa escala de 1 a 5, com que frequência você se compara a outras pessoas de sucesso através do uso das redes sociais?",Como você se sente quando vê publicações de pessoas mostrando vidas aparentemente perfeitas?,"Como você se sente ao receber poucos ""likes"" em suas postagens?",Você sente que o uso das redes sociais impacta seu humor de forma positiva ou negativa?,Dificuldade para dormir,Qual o impacto que você acredita que as redes sociais causam em você? (sendo 1 muito negativo e 5 muito positivo ),Você acha que passa mais tempo nas redes sociais do que gostaria? ,Como você reage quando vê comentários negativos ou críticas em suas postagens?,"Com que frequência você busca validação por meio de ""curtidas"" ou outros recursos das redes sociais?",Com que frequência você usa mídias sociais sem um propósito específico? ,Você já experimentou sentimentos de inveja ou inferioridade ao se comparar com outras pessoas nas redes? (Ex.: Aquele momento em que você abre a rede social do amigo e pensa dei errado para caramba),Já foi diagnosticado por um profissional com algum dos itens: [Nenhum],Já foi diagnosticado por um profissional com algum dos itens: [Depressão],Já foi diagnosticado por um profissional com algum dos itens: [Ansiedade],Já foi diagnosticado por um profissional com algum dos itens: [Estresse],Já foi diagnosticado por um profissional com algum dos itens: [TDAH],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Bipolar],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de ansiedade social :],"Já foi diagnosticado por um profissional com algum dos itens: [Fobia de Perda de Conexão ( Ansiedade relacionada à ausência de acesso ao celular ou redes sociais, causando angústia e desconforto.]",Já foi diagnosticado por um profissional com algum dos itens: [Transtorno Obsessivo-Compulsivo (TOC)],Já foi diagnosticado por um profissional com algum dos itens: [Transtorno de Estresse Pós-Traumático (TEPT)],Já foi diagnosticado por um profissional com algum dos itens: [Dislexia]
1664,2024-11-16 08:56:56,trujillomichael@example.net,56.0,Masculino,sdv-pii-c5ami,sdv-pii-abji8,Não binário,Sim,Atè 10 mil,Sim,Evangélico,1.0,4.0,1,Até 4 vezes,1,0.0,3.0,2.0,4.0,1.0,Negativa,Nenhuma,4,Não,Indiferente,2.0,2.0,Sim,True,False,True,False,False,False,False,False,False,False,False
1667,2024-11-16 08:56:56,aliciarodriguez@example.com,60.0,Masculino,sdv-pii-xluwl,sdv-pii-i3bw0,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,2.0,2.0,1,Até 4 vezes,3,2.0,3.0,2.0,1.0,5.0,Positiva,Nenhuma,3,Não,Penso sobre a critica,0.0,5.0,Não,True,True,False,False,False,False,False,False,False,False,False
1674,2024-11-16 08:56:56,nicolealvarez@example.org,30.0,Masculino,sdv-pii-2avxk,sdv-pii-4u5q5,Não binário,Não,Atè 10 mil,Sim,Evangélico,1.0,3.0,5,Todos os dias,3,1.0,1.0,2.0,2.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,1.0,Não,True,True,True,True,False,False,False,False,False,False,False
1679,2024-11-16 08:56:56,moorekristen@example.net,31.0,Masculino,sdv-pii-elbzb,sdv-pii-36cio,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Não,Evangélico,5.0,2.0,5,Nenhuma,1,0.0,1.0,1.0,4.0,3.0,Positiva,Nenhuma,2,Não,Indiferente,1.0,4.0,Não,False,False,True,False,True,False,False,False,False,False,False
1683,2024-11-16 08:56:56,nallen@example.org,60.0,Masculino,sdv-pii-kghfo,sdv-pii-3kgpb,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,3.0,3,Até 4 vezes,1,2.0,1.0,1.0,3.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,1.0,0.0,Não,False,False,True,False,False,False,False,False,False,False,False
1696,2024-11-16 18:42:49,williamslisa@example.net,19.0,Masculino,sdv-pii-v96b6,sdv-pii-sw9ta,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,3,Nenhuma,3,0.0,2.0,2.0,5.0,5.0,Positiva,Nenhuma,5,Sim,Penso sobre a critica,1.0,3.0,Não,False,True,True,False,False,False,False,False,False,False,False
1699,2024-11-16 08:56:56,christinahanna@example.org,19.0,Masculino,sdv-pii-o89ex,sdv-pii-srq12,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,1.0,3.0,3,Até 4 vezes,1,0.0,1.0,1.0,2.0,5.0,Negativa,Nenhuma,5,Não,Penso sobre a critica,0.0,1.0,Não,True,True,False,True,False,False,False,False,False,False,False
1716,2024-11-16 08:56:56,williamsraymond@example.org,29.0,Masculino,sdv-pii-maud5,sdv-pii-2i83t,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,5.0,5,Nenhuma,1,1.0,0.0,1.0,3.0,5.0,Positiva,Nenhuma,4,Não,Estressado,0.0,1.0,Não,False,False,False,False,False,False,False,False,False,False,False
1717,2024-11-17 08:17:14,zwarren@example.org,30.0,Masculino,sdv-pii-cikjq,sdv-pii-ut6n7,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,4.0,3.0,3,Até 4 vezes,1,4.0,4.0,1.0,1.0,5.0,Positiva,Muita,3,Sim,Indiferente,0.0,3.0,Não,False,True,False,False,True,False,False,False,False,False,False
1721,2024-11-16 20:32:17,barbarapeterson@example.net,19.0,Masculino,sdv-pii-rtlpm,sdv-pii-fq042,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,4.0,5,Até 8 vezes,1,1.0,1.0,5.0,4.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,2.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
1722,2024-11-16 08:56:56,hailey16@example.net,22.0,Masculino,sdv-pii-corqz,sdv-pii-07keo,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,1.0,2.0,2,Até 8 vezes,1,2.0,2.0,1.0,4.0,3.0,Negativa,Nenhuma,4,Não,Indiferente,1.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
1727,2024-11-18 14:00:33,rhondathompson@example.org,45.0,Feminino,sdv-pii-2vcer,sdv-pii-pszuk,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,3.0,3,Até 4 vezes,2,1.0,1.0,3.0,4.0,5.0,Negativa,Nenhuma,4,Não,Penso sobre a critica,0.0,3.0,Não,False,False,False,False,False,False,False,False,False,False,False
1730,2024-11-16 11:36:57,bradleypowers@example.org,55.0,Masculino,sdv-pii-1oewr,sdv-pii-fidv0,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,1.0,1,Até 4 vezes,1,0.0,2.0,1.0,5.0,4.0,Positiva,Nenhuma,4,Não,Indiferente,1.0,4.0,Não,False,True,True,False,False,False,False,False,False,False,False
1738,2024-11-16 08:56:56,clarkelizabeth@example.com,27.0,Masculino,sdv-pii-vyrw9,sdv-pii-hj6ym,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Outros,2.0,2.0,1,Até 4 vezes,2,3.0,0.0,1.0,4.0,1.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,1.0,Sim,True,True,False,False,False,False,False,False,False,False,False
1747,2024-11-16 08:56:56,dylan09@example.com,38.0,Feminino,sdv-pii-fb8ax,sdv-pii-prgb0,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,5.0,1,Nenhuma,3,0.0,4.0,3.0,4.0,3.0,Positiva,Nenhuma,2,Sim,Indiferente,0.0,1.0,Sim,False,False,False,False,False,False,False,False,False,False,False
1751,2024-11-16 11:09:09,hayesalicia@example.org,39.0,Masculino,sdv-pii-xsasf,sdv-pii-txg13,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,1.0,4,Nenhuma,4,0.0,2.0,1.0,5.0,5.0,Negativa,As vezes,3,Não,Indiferente,0.0,4.0,Não,True,False,True,True,False,False,False,False,False,False,False
1756,2024-11-16 12:00:25,felicia57@example.com,38.0,Feminino,sdv-pii-fi4c9,sdv-pii-gpsa5,Não binário,Sim,Até 20 mil,Não,Evangélico,3.0,1.0,3,Todos os dias,4,2.0,5.0,1.0,1.0,5.0,Negativa,Nenhuma,3,Não,Penso sobre a critica,0.0,1.0,Não,False,False,True,False,True,False,False,False,False,False,False
1764,2024-11-16 14:31:36,brittney84@example.org,23.0,Masculino,sdv-pii-8oooa,sdv-pii-94a6c,Cisgênero (é o sexo que nasceu),Sim,Até 20 mil,Sim,Evangélico,4.0,4.0,1,Todos os dias,1,1.0,2.0,3.0,4.0,2.0,Positiva,Muita,3,Não,Indiferente,3.0,1.0,Não,False,True,True,True,False,False,False,False,False,False,False
1767,2024-11-16 11:01:44,ffischer@example.net,38.0,Masculino,sdv-pii-6y8z3,sdv-pii-9vv6v,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Católico,5.0,1.0,1,Todos os dias,4,2.0,0.0,5.0,1.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,1.0,5.0,Não,False,True,False,False,False,False,False,False,False,False,False
1770,2024-11-16 08:56:56,frussell@example.org,60.0,Feminino,sdv-pii-uuh36,sdv-pii-58ux4,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,1,Até 4 vezes,1,0.0,5.0,3.0,4.0,4.0,Positiva,Muita,3,Sim,Ansioso,0.0,4.0,Sim,False,True,True,False,False,False,False,False,False,False,False
1772,2024-11-16 08:56:56,biancawillis@example.net,19.0,Feminino,sdv-pii-1xj66,sdv-pii-apbax,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,6.0,4.0,1,Até 4 vezes,4,3.0,5.0,5.0,2.0,2.0,Positiva,Nenhuma,3,Sim,Indiferente,2.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
1773,2024-11-16 08:56:56,stevensonrobert@example.com,56.0,Masculino,sdv-pii-bvkrs,sdv-pii-fr05x,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,3.0,2.0,2,Até 4 vezes,2,1.0,1.0,1.0,4.0,3.0,Negativa,Nenhuma,3,Não,Triste,2.0,3.0,Não,False,True,True,False,False,False,True,False,False,False,False
1775,2024-11-16 11:00:58,egibson@example.org,49.0,Masculino,sdv-pii-z0sk9,sdv-pii-1ibdy,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,5.0,2.0,1,Até 4 vezes,3,1.0,0.0,1.0,1.0,3.0,Positiva,Muita,3,Sim,Indiferente,2.0,1.0,Não,False,True,False,False,False,False,False,False,False,False,False
1778,2024-11-16 11:43:08,bhawkins@example.org,39.0,Masculino,sdv-pii-9yeda,sdv-pii-vm6iu,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,1.0,5.0,1,Nenhuma,2,1.0,3.0,5.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,3.0,Sim,True,False,False,False,False,False,False,False,False,False,False
1782,2024-11-16 08:56:56,jensendavid@example.org,36.0,Masculino,sdv-pii-wlljg,sdv-pii-o7s7g,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Não,Católico,4.0,3.0,2,Até 4 vezes,1,1.0,2.0,1.0,4.0,3.0,Positiva,Muita,4,Sim,Indiferente,1.0,3.0,Não,True,False,False,False,False,False,False,False,False,False,False
1785,2024-11-16 08:56:56,dbrown@example.org,46.0,Feminino,sdv-pii-2eorv,sdv-pii-6fea3,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,6.0,3.0,1,Todos os dias,3,1.0,0.0,2.0,2.0,2.0,Negativa,Nenhuma,3,Sim,Indiferente,0.0,3.0,Não,False,True,True,False,False,False,False,False,False,False,False
1786,2024-11-16 20:06:12,vmurphy@example.net,60.0,Masculino,sdv-pii-tunm7,sdv-pii-yshay,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,5.0,4,Nenhuma,1,2.0,3.0,1.0,4.0,3.0,Negativa,Nenhuma,3,Não,Penso sobre a critica,0.0,2.0,Não,True,False,True,False,False,False,False,False,False,False,False
1793,2024-11-16 08:56:56,whitney95@example.org,60.0,Masculino,sdv-pii-nrj6a,sdv-pii-3omp2,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,nenhuma,5.0,3.0,3,Todos os dias,2,2.0,4.0,2.0,2.0,2.0,Positiva,Muita,3,Não,Indiferente,3.0,5.0,Não,False,False,True,False,False,False,False,False,False,False,False
1794,2024-11-16 18:06:03,sherriparsons@example.net,57.0,Feminino,sdv-pii-kz9ul,sdv-pii-metbm,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,nenhuma,1.0,5.0,3,Até 4 vezes,3,0.0,3.0,1.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Triste,0.0,1.0,Sim,False,True,True,False,False,True,False,False,False,False,False
1799,2024-11-17 19:20:40,omercado@example.net,45.0,Feminino,sdv-pii-gvjxs,sdv-pii-09d75,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,3.0,1,Até 4 vezes,3,0.0,0.0,2.0,3.0,2.0,Negativa,Nenhuma,3,Sim,Indiferente,2.0,3.0,Não,True,False,True,False,True,False,False,False,False,False,False
1801,2024-11-16 17:24:11,petersmakayla@example.net,60.0,Masculino,sdv-pii-kwz5t,sdv-pii-7xujr,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,2.0,3,Todos os dias,3,1.0,2.0,1.0,3.0,3.0,Positiva,Nenhuma,5,Sim,Indiferente,1.0,2.0,Não,True,False,False,True,False,False,False,False,False,False,False
1819,2024-11-16 08:56:56,davidtorres@example.net,53.0,Feminino,sdv-pii-4grqz,sdv-pii-qcwbd,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Outros,2.0,1.0,1,Nenhuma,1,2.0,2.0,2.0,3.0,2.0,Positiva,Muita,3,Não,Indiferente,0.0,5.0,Não,True,False,True,False,False,False,False,False,False,False,False
1822,2024-11-16 14:10:55,vshaffer@example.com,36.0,Masculino,sdv-pii-keqdn,sdv-pii-pxdjl,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,6.0,4.0,1,Nenhuma,3,0.0,2.0,1.0,3.0,2.0,Positiva,Nenhuma,3,Não,Ansioso,2.0,1.0,Não,False,True,True,False,False,False,False,False,False,False,False
1828,2024-11-16 08:56:56,dwells@example.net,48.0,Masculino,sdv-pii-dvlwr,sdv-pii-y3s0z,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,2.0,5.0,5,Todos os dias,4,2.0,1.0,3.0,5.0,3.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,1.0,Não,False,False,True,False,False,False,False,False,False,False,False
1836,2024-11-16 11:23:58,daniel68@example.net,60.0,Feminino,sdv-pii-6ry0o,sdv-pii-80257,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,6.0,4.0,2,Até 4 vezes,3,1.0,2.0,2.0,4.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1839,2024-11-16 10:21:06,ccook@example.net,29.0,Masculino,sdv-pii-5yqco,sdv-pii-68mw2,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,3.0,2.0,5,Até 4 vezes,1,2.0,2.0,1.0,1.0,1.0,Negativa,Nenhuma,4,Sim,Triste,0.0,0.0,Não,True,False,False,False,False,False,False,False,False,False,False
1844,2024-11-16 09:30:16,anthony71@example.org,29.0,Feminino,sdv-pii-3bq08,sdv-pii-d7616,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,2.0,1,Nenhuma,5,4.0,1.0,2.0,4.0,3.0,Positiva,Nenhuma,4,Não,Penso sobre a critica,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
1848,2024-11-16 08:56:56,romerojerry@example.org,47.0,Feminino,sdv-pii-7gxyx,sdv-pii-svxh0,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Católico,1.0,2.0,2,Todos os dias,1,0.0,5.0,3.0,5.0,2.0,Positiva,Nenhuma,2,Não,Penso sobre a critica,1.0,3.0,Não,True,False,True,False,False,False,False,False,False,False,False
1850,2024-11-16 16:21:53,douglasmatthews@example.org,24.0,Masculino,sdv-pii-squ7l,sdv-pii-8ivqx,Cisgênero (é o sexo que nasceu),Não,Atè 10 mil,Sim,Evangélico,2.0,2.0,2,Até 4 vezes,1,1.0,4.0,5.0,1.0,5.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
1852,2024-11-17 05:22:36,perezbrianna@example.org,60.0,Masculino,sdv-pii-e80rs,sdv-pii-m41fq,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,nenhuma,4.0,2.0,2,Até 8 vezes,1,0.0,2.0,1.0,5.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,2.0,2.0,Não,False,False,True,False,True,False,False,False,False,False,False
1864,2024-11-16 08:56:56,jeffrey44@example.org,40.0,Masculino,sdv-pii-pwyjy,sdv-pii-2kfph,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,4.0,3,Até 8 vezes,3,0.0,2.0,1.0,2.0,4.0,Positiva,Nenhuma,3,Sim,Indiferente,0.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1865,2024-11-17 14:15:16,evansronnie@example.com,60.0,Masculino,sdv-pii-411vu,sdv-pii-peg8w,Cisgênero (é o sexo que nasceu),Sim,Superior 30 mil,Sim,Evangélico,4.0,1.0,5,Todos os dias,2,0.0,1.0,2.0,1.0,5.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,3.0,Sim,True,True,True,False,False,False,False,False,False,False,False
1868,2024-11-18 03:48:13,carolyn93@example.com,60.0,Masculino,sdv-pii-gqd4l,sdv-pii-7g43v,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Católico,4.0,2.0,1,Nenhuma,1,0.0,3.0,1.0,1.0,4.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,1.0,Não,True,False,True,False,False,False,False,False,False,False,False
1872,2024-11-18 21:19:23,rachel65@example.com,39.0,Feminino,sdv-pii-7ww7x,sdv-pii-4i5ag,Não binário,Sim,Até 5 mil,Sim,Católico,1.0,3.0,3,Até 4 vezes,1,2.0,3.0,3.0,3.0,2.0,Positiva,Nenhuma,4,Sim,Indiferente,0.0,3.0,Sim,True,False,False,False,False,False,False,False,False,False,False
1877,2024-11-16 08:56:56,maureen57@example.org,56.0,Masculino,sdv-pii-4dlid,sdv-pii-3o6sa,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,3.0,3.0,1,Até 4 vezes,3,2.0,5.0,2.0,3.0,3.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,2.0,Não,False,False,False,False,False,False,False,False,False,False,False
1882,2024-11-16 08:56:56,dparker@example.com,27.0,Masculino,sdv-pii-7x2c6,sdv-pii-s73u1,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,5.0,3.0,1,Até 8 vezes,1,0.0,2.0,1.0,4.0,1.0,Negativa,Nenhuma,3,Sim,Penso sobre a critica,0.0,3.0,Não,False,False,True,False,False,False,False,False,False,False,False
1885,2024-11-16 19:14:27,sierracollins@example.org,30.0,Masculino,sdv-pii-i5ihi,sdv-pii-rrf1e,Cisgênero (é o sexo que nasceu),Sim,Atè 10 mil,Sim,Evangélico,2.0,2.0,4,Até 4 vezes,3,0.0,5.0,1.0,5.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,2.0,Não,False,False,False,False,True,False,False,False,False,False,False
1895,2024-11-16 13:57:44,kathryn37@example.net,60.0,Masculino,sdv-pii-ns2io,sdv-pii-w14bv,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,3,Até 4 vezes,1,1.0,2.0,1.0,3.0,5.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,0.0,Não,True,True,False,False,False,False,False,False,False,False,False
1900,2024-11-16 08:56:56,chaseellen@example.org,32.0,Masculino,sdv-pii-bozbi,sdv-pii-yrpjt,Cisgênero (é o sexo que nasceu),Não,Até 5 mil,Sim,Evangélico,3.0,3.0,3,Até 8 vezes,2,0.0,1.0,4.0,4.0,3.0,Positiva,Nenhuma,3,Sim,Indiferente,1.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
1902,2024-11-16 08:56:56,stephen18@example.org,30.0,Masculino,sdv-pii-3ll4p,sdv-pii-1h072,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,2.0,1.0,1,Até 8 vezes,1,1.0,2.0,1.0,5.0,4.0,Negativa,Muita,3,Sim,Triste,1.0,1.0,Sim,False,True,False,False,False,False,True,False,True,False,False
1904,2024-11-16 08:56:56,fmaxwell@example.net,31.0,Masculino,sdv-pii-wyub9,sdv-pii-r9l4w,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,5.0,4.0,2,Até 4 vezes,3,1.0,0.0,1.0,4.0,3.0,Positiva,Muita,3,Sim,Penso sobre a critica,0.0,1.0,Sim,False,False,True,False,True,False,False,False,False,False,False
1906,2024-11-16 08:56:56,cookamber@example.net,22.0,Masculino,sdv-pii-a507b,sdv-pii-kro4k,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,4.0,3,Até 4 vezes,1,2.0,2.0,1.0,1.0,4.0,Positiva,Muita,3,Sim,Indiferente,0.0,3.0,Não,True,False,False,True,False,False,False,False,False,False,False
1920,2024-11-16 08:56:56,rodriguezgeorge@example.com,60.0,Masculino,sdv-pii-91c6n,sdv-pii-c8oef,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,2.0,3.0,2,Nenhuma,3,1.0,1.0,3.0,2.0,3.0,Positiva,Nenhuma,5,Sim,Triste,0.0,2.0,Não,True,False,False,False,False,False,False,False,False,False,False
1928,2024-11-16 21:26:10,ybaker@example.net,56.0,Masculino,sdv-pii-ch94o,sdv-pii-nfibt,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,2,Todos os dias,3,2.0,2.0,1.0,4.0,4.0,Positiva,Nenhuma,4,Sim,Indiferente,2.0,2.0,Não,False,False,True,False,False,False,False,False,False,False,False
1936,2024-11-16 08:56:56,michael66@example.net,59.0,Masculino,sdv-pii-0x02n,sdv-pii-qwiub,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,3.0,3.0,1,Todos os dias,1,1.0,0.0,1.0,5.0,5.0,Positiva,Nenhuma,3,Não,Indiferente,1.0,4.0,Sim,False,False,False,False,False,False,False,False,False,False,False
1938,2024-11-16 18:45:00,carol21@example.org,33.0,Masculino,sdv-pii-2q45d,sdv-pii-oj3mm,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Sim,Evangélico,1.0,4.0,1,Nenhuma,1,1.0,0.0,3.0,4.0,3.0,Negativa,Nenhuma,3,Não,Indiferente,0.0,2.0,Não,False,False,True,False,False,False,False,False,False,False,False
1939,2024-11-16 14:01:51,pmiller@example.org,51.0,Masculino,sdv-pii-pgim2,sdv-pii-0bnh2,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Outros,1.0,2.0,3,Nenhuma,1,0.0,4.0,1.0,3.0,5.0,Positiva,Muita,2,Sim,Indiferente,1.0,5.0,Não,False,False,True,False,False,False,False,False,False,False,False
1948,2024-11-16 08:56:56,kaitlyn33@example.com,34.0,Masculino,sdv-pii-vfiey,sdv-pii-ql38g,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,3.0,1,Todos os dias,3,2.0,3.0,2.0,3.0,3.0,Positiva,Nenhuma,4,Não,Indiferente,0.0,5.0,Sim,False,True,True,False,False,False,False,False,False,False,False
1952,2024-11-16 08:56:56,floreslisa@example.net,46.0,Masculino,sdv-pii-9xjgm,sdv-pii-2kfsa,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,1.0,2.0,2,Até 4 vezes,4,0.0,5.0,1.0,1.0,3.0,Positiva,Muita,4,Não,Penso sobre a critica,0.0,3.0,Não,True,True,False,False,False,False,False,False,False,False,False
1954,2024-11-16 08:56:56,smithtony@example.org,49.0,Masculino,sdv-pii-04a58,sdv-pii-0nsv5,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Evangélico,4.0,2.0,3,Todos os dias,3,3.0,5.0,1.0,5.0,4.0,Positiva,Nenhuma,5,Sim,Triste,0.0,5.0,Sim,False,False,False,False,False,False,False,False,False,False,False
1965,2024-11-16 08:56:56,james85@example.net,45.0,Masculino,sdv-pii-mdsk6,sdv-pii-xai7q,Cisgênero (é o sexo que nasceu),Sim,Até 3 mil,Não,Católico,3.0,5.0,3,Até 4 vezes,5,1.0,0.0,1.0,4.0,2.0,Positiva,Muita,3,Não,Triste,2.0,1.0,Não,True,False,True,False,False,False,False,False,False,False,False
1976,2024-11-16 08:56:56,erin76@example.org,47.0,Masculino,sdv-pii-afsik,sdv-pii-2mm9s,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,5.0,4.0,4,Até 8 vezes,5,2.0,3.0,1.0,5.0,5.0,Positiva,Nenhuma,5,Sim,Triste,2.0,3.0,Sim,False,True,True,False,True,False,False,False,False,False,False
1978,2024-11-16 08:56:56,dianesmith@example.net,59.0,Masculino,sdv-pii-ilusn,sdv-pii-1g9ar,Cisgênero (é o sexo que nasceu),Não,Até 3 mil,Sim,Evangélico,1.0,3.0,5,Até 8 vezes,3,1.0,1.0,3.0,2.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,1.0,Não,True,True,True,False,False,False,False,False,False,False,False
1982,2024-11-17 12:07:22,casejason@example.com,28.0,Masculino,sdv-pii-jx3j9,sdv-pii-vzeyn,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Sim,Católico,2.0,4.0,3,Até 4 vezes,3,0.0,1.0,1.0,2.0,5.0,Negativa,Nenhuma,3,Sim,Indiferente,1.0,4.0,Não,True,True,True,False,True,False,False,False,False,False,False
1991,2024-11-16 08:56:56,michael03@example.com,44.0,Masculino,sdv-pii-58pfl,sdv-pii-gg2hf,Cisgênero (é o sexo que nasceu),Sim,Até 5 mil,Não,Evangélico,2.0,3.0,2,Todos os dias,3,3.0,0.0,2.0,5.0,4.0,Positiva,Nenhuma,3,Não,Indiferente,0.0,3.0,Sim,False,True,True,False,False,False,False,False,False,False,False
